City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
705,Kirillov,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
706,Sredniy Ikorets,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
707,La Ronge,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
708,Tokat,40.7994,30.7481,66.52,78,6,3.15,TR,clear sky
709,Sambava,-18.4,47.8667,52.12,81,62,5.12,MG,broken clouds
710,Bani Walid,27.0377,14.4283,79.34,36,1,9.24,LY,clear sky
711,Tual,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
712,Tsihombe,-18.4,47.8667,52.12,81,62,5.12,MG,broken clouds
713,Terney,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
714,Sfantu Gheorghe,47.1667,26.5667,66.04,81,65,11.1,RO,broken clouds
